date-time,atmospheric pressure (mBar),rainfall (mm),wind speed (m/s),wind direction (degrees),surface temperature (C),relative humidity (%),solar flux (Kw/m2),battery (V)
12/09/2015 09,1003,0,2.2,90.7,13.32,82.3,0.0461944,13.66
12/09/2015 10,1003,0,2.15,90.8,13.37,83.6,0.051571,13.65
12/09/2015 11,1002,0,2.43,96.7,12.97,87,0.062053,13.66
12/09/2015 12,1001,0,2.63,114.2,12.92,92.2,0.2027079,13.66
12/09/2015 13,1000,0,2.83,120.7,13.29,91.7,0.1813741,13.65
12/09/2015 14,1000,0,1.65,108.6,13.53,92.6,0.1213929,13.64
12/09/2015 15,1000,0,3.31,157.8,14.96,81,0.2816306,13.61
12/09/2015 16,1000,0,2.31,135.8,13.37,78.7,0.2271247,13.6
12/09/2015 17,1001,0,4.16,231.6,12.63,73,0.1364622,13.62
12/09/2015 18,1002,0,2.51,220,12.54,70.8,0.1088393,13.64
12/09/2015 19,1002,0,1.29,187.3,11.71,71.4,0.0142801,13.67
12/09/2015 20,1003,0,1.37,154.5,10.77,79,0,13.7
12/09/2015 21,1003,0,1.5,157.7,10.4,81.9,0,13.72
12/09/2015 22,1003,0,1.63,172.2,11.07,77.3,0,13.73
12/09/2015 23,1003,0,1.97,176,11.18,75,0,13.73
13/09/2015 00,1003,0,0.99,174.2,10.83,74.6,0,13.73
13/09/2015 01,1003,0,1.11,177.4,10.84,74.4,0,13.73
13/09/2015 02,1003,0,1.47,163.3,10.42,75.4,0,13.74
13/09/2015 03,1004,0,0.43,123.9,9.82,78.3,0,13.75
13/09/2015 04,1004,0,0,3.8,9.59,78.3,0,13.76
13/09/2015 05,1004,0,0,1.5,8.9,81.5,0,13.77
13/09/2015 06,1004,0,0.04,81.9,8.21,86.8,0.0014798,13.78
13/09/2015 07,1004,0,0.14,123.9,8.62,88.2,0.0336161,13.78
13/09/2015 08,1004,0,0.18,117.7,9.95,85.8,0.1068662,13.76
13/09/2015 09,1004,0,0.15,106.1,11.3,82,0.2064814,13.72
13/09/2015 10,1004,0,0.28,123.3,12.72,74.5,0.2812113,13.67
13/09/2015 11,1004,0,0.29,73.8,13.55,67.9,0.2255461,13.64
13/09/2015 12,1004,0,1.43,153.4,13.64,65.7,0.2208602,13.62
13/09/2015 13,1004,0,0.55,152.7,13.37,69.8,0.3292556,13.62
13/09/2015 14,1004,0,0.03,38.6,14.23,67.4,0.2499629,13.59
13/09/2015 15,1003,0,0,0,14.25,69.8,0.1672174,13.59
13/09/2015 16,1003,0,0,0,13.76,73.1,0.1116756,13.59
13/09/2015 17,1003,0,0,0.8,12.48,82.8,0.0853352,13.61
13/09/2015 18,1003,0,0,0,12.55,82.3,0.0804765,13.62
13/09/2015 19,1003,0,0,0,12.24,82.9,0.0071524,13.63
13/09/2015 20,1003,0,0,0,11.8,88.7,0,13.66
13/09/2015 21,1003,0,0,0,10.97,93.8,0,13.7
13/09/2015 22,1002,0,0,0,10.17,98.6,0,13.73
13/09/2015 23,1002,0,0,0,10.32,99.4,0,13.73
14/09/2015 00,1002,0,0,0,10.01,98.9,0,13.74
14/09/2015 01,1001,0,0,0,9.68,99.4,0,13.75
14/09/2015 02,1000,0,0,0,9.62,99.3,0,13.76
14/09/2015 03,1000,0,0,0,9.25,99.3,0,13.78
14/09/2015 04,999,0,0,0,8.86,99.5,0.0002466,13.79
14/09/2015 05,999,0,0,0,8.86,99.6,0.0011099,13.78
14/09/2015 06,998,0,0,0,8.99,99.7,0.0012825,13.77
14/09/2015 07,998,0,0,0,9.57,99.8,0.0122823,13.76
14/09/2015 08,997,0,0,0,9.7,99.4,0.0669363,13.75
14/09/2015 09,997,0,0,0,10.13,89.7,0.0646179,13.73
14/09/2015 10,996,0,0,0,9.86,92.5,0.0321117,13.74
14/09/2015 11,996,0.1,0,0,9.41,99.4,0.0762837,13.74
14/09/2015 12,996,0.1,0,0,9.69,99.7,0.0585507,13.74
14/09/2015 13,995,0,0.09,24.9,10.6,99.9,0.0596113,13.72
14/09/2015 14,995,0,0.07,9.4,11.07,100,0.1022048,13.71
14/09/2015 15,994,0,0,2,11.42,100,0.0831401,13.69
14/09/2015 16,994,0,0,0,11.41,99.8,0.0575149,13.68
14/09/2015 17,994,0,0,0,11.72,99.6,0.0807231,13.67
14/09/2015 18,994,0,0,0,11.73,99.3,0.0392394,13.66
14/09/2015 19,994,0,0,0,11.66,99.3,0.0075716,13.67
14/09/2015 20,994,0,0,0,11.06,99.4,0.0004686,13.69
14/09/2015 21,994,0,0,0,10.72,99.4,0.0001233,13.7
14/09/2015 22,993,0,0,0,10.65,99.5,0.0000493,13.71
14/09/2015 23,993,0,0,0,10.66,99.5,0,13.71
15/09/2015 00,993,0,0,0,10.7,99.5,0.0000493,13.71
15/09/2015 01,992,0,0,0,10.64,99.7,0.0000247,13.71
15/09/2015 02,992,0,0,0,10.38,99.8,0.0000493,13.72
15/09/2015 03,992,0,0,0,10.34,99.9,0.0000493,13.72
15/09/2015 04,992,0,0,0,9.83,100,0.0002713,13.72
15/09/2015 05,992,0,0.01,42,9.39,100,0.0001233,13.73
15/09/2015 06,992,0,0,4.4,8.49,100,0.0007152,13.75
15/09/2015 07,991,0,0,0,8.29,100,0.0177083,13.77
15/09/2015 08,991,0,0,5.2,8.61,100,0.0943373,13.78
15/09/2015 09,992,0,0.01,41.9,9.16,99.4,0.2621712,13.77
15/09/2015 10,992,0,0,0,11.17,84.6,0.4513883,13.72
15/09/2015 11,992,0,0.01,29.5,12.75,70.7,0.5019235,13.64
15/09/2015 12,992,0,0,4.3,13.41,67.5,0.326148,13.58
15/09/2015 13,992,0,0.01,64.2,13.84,65.4,0.4085481,13.56
15/09/2015 14,992,0,0.11,79.9,14.69,61.5,0.5581559,13.53
15/09/2015 15,992,0,0.29,170.5,15.22,60.3,0.5374633,13.48
15/09/2015 16,992,0,0.57,220,14.7,63.6,0.4428302,13.5
15/09/2015 17,992,0,1.17,240.8,13.79,68.9,0.327751,13.53
15/09/2015 18,992,0,0.13,125,12.6,73.2,0.059118,13.58
15/09/2015 19,993,0,0.32,195,11.77,77.1,0.007399,13.64
15/09/2015 20,993,0,0.38,127,11.15,79.4,0,13.67
15/09/2015 21,994,0,0,4.3,10.89,77.6,0,13.69
15/09/2015 22,994,0,0,0,10.5,79.6,0,13.7
15/09/2015 23,994,0,0,0,9.67,83.7,0,13.73
16/09/2015 00,994,0,0,0,8.77,90.6,0,13.76
16/09/2015 01,993,0,0,0,8.88,89,0,13.77
16/09/2015 02,993,0,0,0,8.82,88.3,0,13.77
16/09/2015 03,993,0,0,0,8.29,91.6,0,13.79
16/09/2015 04,993,0,0,0,7.56,95.2,0,13.81
16/09/2015 05,993,0,0,0,7.38,97.6,0,13.83
16/09/2015 06,993,0,0,0,6.77,96,0.0007892,13.84
16/09/2015 07,993,0,0,0,7.13,94.9,0.0589454,13.85
16/09/2015 08,993,0,0,0,9.26,84,0.2300349,13.83
16/09/2015 09,993,0,0,0,10.42,79.3,0.4060818,13.77
16/09/2015 10,993,0,0,0,11.24,74.6,0.5476493,13.72
16/09/2015 11,993,0,0,0,12.64,67,0.6447488,13.64
16/09/2015 12,992,0,0,0,12.78,65.7,0.2655748,13.57
16/09/2015 13,992,0,0,0,12.95,62.1,0.1849257,13.59
16/09/2015 14,992,0,0,0,13.65,60,0.3668671,13.55
16/09/2015 15,992,0,0,0,13.53,59.3,0.3343362,13.54
16/09/2015 16,992,0,0,0,13.96,54.4,0.2643662,13.53
16/09/2015 17,991,0,0,0,13.42,59,0.1148325,13.55
16/09/2015 18,992,0,0,0,12.83,64.3,0.061905,13.58
16/09/2015 19,992,0,0,0,11.54,72.4,0.0096434,13.63
16/09/2015 20,992,0,0,0,10.35,88,0,13.69
16/09/2015 21,992,0,0,0,10.13,93.4,0,13.71
16/09/2015 22,992,0,0,0,10.34,93,0,13.71
16/09/2015 23,992,0,0,0,10.22,94.3,0,13.72
17/09/2015 00,992,0,0,0,10.3,95.5,0,13.72
17/09/2015 01,992,0,0,0,10.08,98.5,0,13.72
17/09/2015 02,992,0,0,0,9.89,99.2,0,13.72
17/09/2015 03,992,0,0,0,9.74,99.4,0,13.73
17/09/2015 04,992,0,0,0,9.68,99.6,0,13.73
17/09/2015 05,993,0,0,0,9.64,99.5,0,13.73
17/09/2015 06,993,0,0,0,9.78,99.3,0.0004933,13.73
17/09/2015 07,994,0,0,0,9.84,99.2,0.0240961,13.74
17/09/2015 08,994,0,0,0,10.06,97.6,0.0747792,13.74
17/09/2015 09,994,0,0,0,11.49,88.8,0.3046415,13.71
17/09/2015 10,995,0,0,0,12.87,77.3,0.5271048,13.67
17/09/2015 11,995,0,0,0,14.21,69.8,0.6217873,13.59
17/09/2015 12,996,0,0,0,13.77,69.7,0.1294578,13.57
17/09/2015 13,997,0,0,0,14.19,66.7,0.2554134,13.59
17/09/2015 14,997,0,0,0,14.65,63.8,0.1981452,13.58
17/09/2015 15,997,0,0,0,14.03,72.6,0.118828,13.61
17/09/2015 16,998,0,0,0,14.78,65.7,0.155009,13.61
17/09/2015 17,998,0,0,0,14.71,62.1,0.0760371,13.6
17/09/2015 18,999,0,0,0,14.61,59.1,0.0409658,13.6
17/09/2015 19,1000,0,0,0,13.68,66.1,0.0016031,13.62
17/09/2015 20,1000,0,0,0,12.57,72.1,0,13.64
17/09/2015 21,1001,0,0,0,12.11,76.9,0,13.66
17/09/2015 22,1002,0,0,0,11.88,79.9,0,13.67
17/09/2015 23,1002,0,0,0,11.49,83,0,13.69
18/09/2015 00,1003,0,0,0,11.4,85.8,0,13.7
18/09/2015 01,1003,0,0,0,10.89,89,0,13.7
18/09/2015 02,1004,0,0,0,10.56,90.5,0,13.71
18/09/2015 03,1005,0,0,0,10.55,94.1,0,13.72
18/09/2015 04,1005,0,0,0,10.5,96.8,0,13.73
18/09/2015 05,1006,0,0,0,10.38,98.9,0,13.74
18/09/2015 06,1007,0,0,0,10.44,99.2,0.000148,13.73
18/09/2015 07,1008,0,0,0,10.34,99.3,0.012233,13.72
18/09/2015 08,1009,0,0,0,10.68,99.3,0.0486608,13.72
18/09/2015 09,1010,0,0,0,12.19,91.8,0.249371,13.69
18/09/2015 10,1011,0,0,0,13.08,80.1,0.2900161,13.64
18/09/2015 11,1012,0,0,0,13.16,78.9,0.3089082,13.59
18/09/2015 12,1013,0,0,0,13.04,82,0.2501355,13.57
18/09/2015 13,1013,0,0,0,13.88,76.9,0.3294035,13.56
18/09/2015 14,1014,0,0,0,15.39,66,0.4908496,13.49
18/09/2015 15,1014,0,0,0,16.19,58.8,0.4773095,13.45
18/09/2015 16,1015,0,0,0,15.33,60.3,0.2120553,13.45
18/09/2015 17,1015,0,0,0,14.8,59.5,0.1171262,13.49
18/09/2015 18,1016,0,0,0,14.54,60.6,0.0870615,13.52
18/09/2015 19,1017,0,0,0,13.3,65.7,0.0060918,13.58
18/09/2015 20,1017,0,0,0,11.58,71.6,0,13.64
18/09/2015 21,1018,0,0,0,11.73,70.2,0,13.67
18/09/2015 22,1018,0,0,0,10.86,72.7,0,13.69
18/09/2015 23,1019,0,0,0,10.37,76.1,0,13.71
19/09/2015 00,1019,0,0,0,10.51,75.9,0,13.72
19/09/2015 01,1020,0,0,0,10.15,78.4,0,13.73
19/09/2015 02,1020,0,0,0,9.59,81.2,0,13.74
19/09/2015 03,1020,0,0,0,8.58,84.6,0,13.77
19/09/2015 04,1020,0,0,0,8.51,85.5,0,13.79
19/09/2015 05,1021,0,0,0,8.38,89.5,0,13.81
19/09/2015 06,1021,0,0,0,8.09,96.4,0.0004439,13.82
19/09/2015 07,1022,0,0,0,7.96,98.9,0.0491787,13.83
19/09/2015 08,1022,0,0,0,9.75,94.8,0.2069747,13.81
19/09/2015 09,1022,0,0,0,12.72,77.6,0.3810484,13.74
19/09/2015 10,1023,0,0,0,13.41,73.9,0.5253784,13.69
19/09/2015 11,1023,0,0,0,13.25,75.1,0.6044736,13.62
19/09/2015 12,1023,0,0,0,13.79,72,0.6448229,13.57
19/09/2015 13,1023,0,0.45,69.1,14.71,66.3,0.6998467,13.53
19/09/2015 14,1024,0,0.14,18.6,14.22,67.3,0.4196219,13.53
19/09/2015 15,1024,0,0,0,13.51,69.9,0.1678339,13.57
19/09/2015 16,1024,0,0,0,13.59,66.6,0.100577,13.59
19/09/2015 17,1024,0,0,0,13.38,68.7,0.0698219,13.6
19/09/2015 18,1024,0,0,0,13.1,69.5,0.0331722,13.62
19/09/2015 19,1024,0,0,0,12.72,72.2,0.0025403,13.63
19/09/2015 20,1024,0,0,0,12.41,72,0,13.65
19/09/2015 21,1024,0,0,0,12.16,72.4,0,13.67
19/09/2015 22,1024,0,0,0,11.91,74.1,0,13.67
19/09/2015 23,1024,0,0,0,12.05,73.4,0,13.68
20/09/2015 00,1024,0,0,0,12.23,72.3,0,13.68
20/09/2015 01,1023,0,0,0,12.01,74.1,0,13.68
20/09/2015 02,1023,0,0,0,11.64,78.3,0,13.68
20/09/2015 03,1210,0,0,0,13.3,97.4,0,16.19
20/09/2015 04,1022,0,0,0,11.25,82.9,0,13.69
20/09/2015 05,1022,0,0,0,11.24,82.7,0,13.69
20/09/2015 06,1021,0,0,0,11.38,83.9,0.000074,13.69
20/09/2015 07,1021,0,0,0,11.65,84.8,0.0080896,13.69
20/09/2015 08,1021,0,0,0,12.62,82.7,0.0497213,13.67
20/09/2015 09,1021,0,0,0,13.02,81.3,0.0799585,13.65
20/09/2015 10,1020,0,0,0,13.8,76.4,0.2253242,13.63
20/09/2015 11,1020,0,0,0,14.38,63.8,0.2503082,13.61
20/09/2015 12,1020,0,0,3.2,13.94,63,0.2112662,13.6
20/09/2015 13,1019,0,0,0,13.94,64.6,0.2136091,13.6
20/09/2015 14,1019,0,0,0,14.59,64,0.2182952,13.59
20/09/2015 15,1018,0,0,0,14.64,65.5,0.204607,13.58
20/09/2015 16,1017,0,0,0,14.42,70.2,0.1367335,13.59
20/09/2015 17,1017,0,0,0,14.42,71.3,0.0649879,13.6
20/09/2015 18,1016,0,0,0,13.93,74.4,0.0290781,13.62
20/09/2015 19,1016,0,0,0,13.59,75,0.0029843,13.63
20/09/2015 20,1015,0,0,0,13.33,76.9,0.000296,13.64
20/09/2015 21,1015,0,0,0,12.35,88.9,0.0000493,13.66
20/09/2015 22,1014,0.1,0,0,11.68,98.3,0.0010112,13.68
20/09/2015 23,1013,0,0,0,11.54,99.4,0.0009619,13.69
21/09/2015 00,1012,0,0,0,11.54,99.6,0.0005673,13.69
21/09/2015 01,1011,0,0,0,11.66,99.5,0.0006166,13.7
21/09/2015 02,1010,0,0,0,11.78,99.5,0.0008632,13.69
21/09/2015 03,1010,0,0,0,12.22,99.6,0.0005919,13.69
21/09/2015 04,1009,0,0,0,12.71,99.5,0.0010112,13.68
21/09/2015 05,1008,0,0,0,12.87,99.3,0.0008632,13.68
21/09/2015 06,1007,0,0,0,12.73,99.5,0.0003206,13.67
21/09/2015 07,1007,0,0,0,12.71,99.6,0.0060918,13.67
21/09/2015 08,1006,0.1,0,0,12.68,99.6,0.0125536,13.67
21/09/2015 09,1006,0.1,0,0,12.81,99.8,0.0512751,13.67
21/09/2015 10,1005,0,0,0,12.96,99.8,0.1192719,13.65
21/09/2015 11,1005,0,0,0,12.02,93,0.1875153,13.66
21/09/2015 12,1005,0,0,0,12.29,86.4,0.1881319,13.65
21/09/2015 13,1004,0,0,0,12.93,77.1,0.2781038,13.63
21/09/2015 14,1004,0,0,4.8,14.32,64.2,0.4967688,13.59
21/09/2015 15,1003,0,0,0,14.52,63.1,0.3583089,13.55
21/09/2015 16,1003,0,0,0,13.97,66.7,0.2014994,13.57
21/09/2015 17,1002,0,0,0,13.43,68.9,0.106225,13.59
21/09/2015 18,1002,0,0,0,12.41,74.3,0.0474523,13.63
21/09/2015 19,1002,0,0,0,11.47,79,0.0049327,13.67
21/09/2015 20,1002,0,0,0,11.01,82.6,0,13.69
21/09/2015 21,1001,0,0,0,10.53,84.8,0,13.71
21/09/2015 22,1001,0,0,0,10.07,86.2,0,13.73
21/09/2015 23,1001,0,0,0,9.69,87.5,0,13.74
22/09/2015 00,1000,0,0,0,9.34,88.3,0,13.75
22/09/2015 01,1000,0,0,0,9.34,88.6,0,13.75
22/09/2015 02,1000,0,0,0,9.13,88.2,0,13.75
22/09/2015 03,1000,0,0,0,8.87,88.2,0,13.75
22/09/2015 04,1000,0,0,0,8.32,94.3,0.0000987,13.77
22/09/2015 05,1000,0,0,0,8.07,97.7,0,13.78
22/09/2015 06,1000,0,0,0,7.93,95,0.0002713,13.79
22/09/2015 07,1000,0,0,0,7.97,92.2,0.0306812,13.8
22/09/2015 08,1001,0,0,0,8.48,88.1,0.1555517,13.79
22/09/2015 09,1001,0,0,0,9.24,81.7,0.2501109,13.76
22/09/2015 10,1001,0,0,0,10.58,75.3,0.323509,13.73
22/09/2015 11,1001,0,0,0,11.87,70,0.4032207,13.68
22/09/2015 12,1001,0,0,0,13.11,63.6,0.411853,13.62
22/09/2015 13,1002,0,0,0,13.63,62.3,0.3187242,13.59
22/09/2015 14,1002,0,0,0,14.16,60.4,0.3127065,13.58
22/09/2015 15,1002,0,0,0,14.09,60.2,0.1539486,13.59
22/09/2015 16,1002,0,0,0,14.27,61,0.0947072,13.6
22/09/2015 17,1003,0,0,0,14.49,61.7,0.1272875,13.6
22/09/2015 18,1003,0,0,0,14.73,59.7,0.0832634,13.59
22/09/2015 19,1004,0,0,0,13.62,64.4,0.0020717,13.62
22/09/2015 20,1004,0,0,0,12.54,72.9,0,13.65
22/09/2015 21,1005,0,0,0,11.53,77,0,13.67
22/09/2015 22,1005,0,0,0,10.95,75.7,0,13.69
22/09/2015 23,1005,0,0,0,10.32,77.5,0,13.72
23/09/2015 00,1005,0,0,0,9.56,80.7,0,13.74
23/09/2015 01,1005,0,0,0,9.1,84,0,13.76
23/09/2015 02,1005,0,0,0,8.71,86.4,0,13.77
23/09/2015 03,1005,0,0,0,8.27,88.8,0,13.78
23/09/2015 04,1005,0,0,0,7.97,88.4,0,13.8
23/09/2015 05,1005,0,0,0,8.03,85.7,0,13.81
23/09/2015 06,1005,0,0,0,8.66,82.8,0.0018991,13.8
23/09/2015 07,1005,0,0,0,9.23,85.2,0.0398066,13.78
23/09/2015 08,1005,0,0.02,6.7,9.74,83.4,0.0726335,13.76
23/09/2015 09,1005,0,0.26,49.3,10.37,74.5,0.095817,13.74
23/09/2015 10,1005,0,0,3.1,10.93,70.7,0.1092586,13.72
23/09/2015 11,1004,0,0.06,16.9,11.52,69.1,0.1039313,13.7
23/09/2015 12,1004,0,0.62,83.5,12.38,76,0.2500369,13.67
23/09/2015 13,1004,0,1.24,100.9,13.93,72.8,0.6015633,13.61
23/09/2015 14,1003,0,0.95,104.9,14.45,73.7,0.4525228,13.57
23/09/2015 15,1004,0,0.69,32.5,13.8,81.6,0.1955803,13.59
23/09/2015 16,1004,0,0,0,13.25,86.5,0.1641591,13.62
23/09/2015 17,1004,0,0,0,13.33,71.9,0.0969762,13.62
23/09/2015 18,1004,0,0,0,12.74,66.7,0.0574409,13.63
23/09/2015 19,1004,0,0,0,11.73,70.8,0.0034282,13.66
23/09/2015 20,1004,0,0,0,10.8,74.6,0,13.69
23/09/2015 21,1004,0,0,0,10.8,73.2,0,13.71
23/09/2015 22,1004,0,0,0,10.32,76.4,0,13.72
23/09/2015 23,1004,0,0,0,9.94,82.8,0,13.74
24/09/2015 00,1003,0,0,0,9.52,85.8,0,13.74
24/09/2015 01,1003,0,0,0,9.42,87.1,0,13.75
24/09/2015 02,1002,0,0,0,10.01,78,0,13.74
24/09/2015 03,1002,0,0,0,9.55,78.3,0,13.75
24/09/2015 04,1002,0,0,0,9.07,81.9,0,13.76
24/09/2015 05,1002,0,0,0,8.6,84.7,0,13.77
24/09/2015 06,1002,0,0,0,8.45,85.4,0.0000247,13.78
24/09/2015 07,1003,0,0,0,8.32,84.3,0.026883,13.79
24/09/2015 08,1003,0,0,0,8.96,80.2,0.1762689,13.78
24/09/2015 09,1003,0,0,0,9.61,77,0.3262219,13.77
24/09/2015 10,1004,0,0,0,10.55,72.3,0.4305232,13.74
24/09/2015 11,1004,0,0,0,11.11,69,0.4662356,13.69
24/09/2015 12,1004,0,0,0,11.55,66.1,0.4657177,13.66
24/09/2015 13,1004,0,0,0,12.21,62.5,0.5154883,13.63
24/09/2015 14,1005,0,0,0,11.43,67.7,0.2773639,13.63
24/09/2015 15,1005,0,0,0,8.19,88.5,0.0595373,13.72
24/09/2015 16,1005,0,0,0,9.4,78.3,0.2151876,13.75
24/09/2015 17,1005,0,0,0,10.45,78,0.2130912,13.71
24/09/2015 18,1006,0,0,0,10.28,78.8,0.0623736,13.72
24/09/2015 19,1006,0,0,0,9.73,80.9,0.0017264,13.74
24/09/2015 20,1007,0,0,0,9.6,82.3,0,13.75
24/09/2015 21,1008,0,0,0,9.36,82.1,0,13.76
24/09/2015 22,1009,0,0,0,9.4,82.5,0,13.77
24/09/2015 23,1009,0,0,0,9.48,83.6,0,13.77
25/09/2015 00,1009,0,0,0,9.44,84.5,0,13.77
25/09/2015 01,1010,0,0,0,9.4,84.5,0,13.77
25/09/2015 02,1010,0,0,0,9.32,83.7,0,13.77
25/09/2015 03,1011,0,0,0,8.99,86.5,0,13.78
25/09/2015 04,1011,0,0,0,9.09,86.6,0,13.78
25/09/2015 05,1012,0,0,0,9.04,85.9,0,13.78
25/09/2015 06,1013,0,0,0,8.97,85.3,0.0000247,13.78
25/09/2015 07,1014,0,0,0,8.88,84.3,0.0239481,13.79
25/09/2015 08,1015,0,0,0,9.38,82.1,0.1657869,13.78
25/09/2015 09,1016,0,0,0,10.29,77.4,0.3096481,13.76
25/09/2015 10,1017,0,0,0,11.22,69.3,0.4078328,13.72
25/09/2015 11,1017,0,0,0,11.97,63.4,0.4826614,13.67
25/09/2015 12,1018,0,0,0,12.73,60.6,0.5270801,13.61
25/09/2015 13,1019,0,0,0,12.96,59.7,0.5548264,13.58
25/09/2015 14,1019,0,0,0,13.29,59.2,0.4238146,13.56
25/09/2015 15,1019,0,0,0,13.69,53.4,0.3978936,13.56
25/09/2015 16,1020,0,0,0,13.32,58,0.2677204,13.57
25/09/2015 17,1021,0,0,0,12.46,65.4,0.1270162,13.6
25/09/2015 18,1022,0,0,0,11.89,70.6,0.022049,13.64
25/09/2015 19,1022,0,0,0,11.35,75.7,0.0012332,13.66
25/09/2015 20,1023,0,0,0,10.88,83.3,0,13.69
25/09/2015 21,1023,0,0,0,10.73,87.1,0,13.7
25/09/2015 22,1024,0,0,0,10.84,87.6,0,13.71
25/09/2015 23,1024,0,0,0,10.98,88.8,0,13.71
26/09/2015 00,1025,0,0,0,11.03,89.6,0,13.71
26/09/2015 01,1025,0,0,0,11.24,86.8,0,13.7
26/09/2015 02,1025,0,0,0,11.25,86.5,0,13.7
26/09/2015 03,1025,0,0,0,11.32,86.9,0,13.7
26/09/2015 04,1025,0,0,0,11.39,86.2,0,13.7
26/09/2015 05,1025,0,0,0,11.35,86.9,0,13.7
26/09/2015 06,1026,0,0,0,11.23,87.4,0,13.7
26/09/2015 07,1027,0,0,0,11.25,86.4,0.0061658,13.7
26/09/2015 08,1027,0,0,0,11.22,86.9,0.0326049,13.7
26/09/2015 09,1027,0,0,0,11.75,85.2,0.1028708,13.68
26/09/2015 10,1028,0,0,0,12.63,79.6,0.1579193,13.65
26/09/2015 11,1028,0,0,0,13.45,73.4,0.2111181,13.62
26/09/2015 12,1028,0,0,0,13.99,71,0.2173826,13.6
26/09/2015 13,1028,0,0,0,14.5,66.2,0.2271247,13.58
26/09/2015 14,1028,0,0,0,14.77,64.8,0.1975287,13.57
26/09/2015 15,1028,0,0,0,14.74,66.1,0.1431706,13.57
26/09/2015 16,1028,0,0,0,14.68,67.1,0.0974695,13.58
26/09/2015 17,1028,0,0,0,14.2,72,0.0407438,13.59
26/09/2015 18,1029,0,0,0,13.9,71.5,0.0132935,13.61
26/09/2015 19,1029,0,0,0,13.22,74.4,0.0010112,13.63
26/09/2015 20,1029,0,0,0,11.97,80.4,0,13.65
26/09/2015 21,1030,0,0,0,11,82.9,0,13.68
26/09/2015 22,1030,0,0,0,10.5,83.8,0,13.71
26/09/2015 23,1030,0,0,0,10.42,79.2,0,13.73
27/09/2015 00,1030,0,0,0,9.59,81,0,13.76
27/09/2015 01,1030,0,0,0,8.32,86.9,0,13.79
27/09/2015 02,1030,0,0,0,8.3,88,0,13.81
27/09/2015 03,1031,0,0,0,8.37,89.6,0,13.82
27/09/2015 04,1031,0,0,0,8.99,91,0,13.82
27/09/2015 05,1031,0,0,0,8.62,91.7,0,13.82
27/09/2015 06,1031,0,0,0,8.08,93.3,0.0001233,13.83
27/09/2015 07,1032,0,0,0,7.86,94.3,0.0364031,13.84
27/09/2015 08,1032,0,0,0,9.44,88.6,0.1473387,13.83
27/09/2015 09,1033,0,0,0,10.41,86.1,0.2679671,13.79
27/09/2015 10,1033,0,0,0,12.17,79.6,0.4088194,13.74
27/09/2015 11,1034,0,0,0,14.56,65.3,0.5600551,13.62
27/09/2015 12,1034,0,0,0,16.19,53.9,0.6325406,13.55
27/09/2015 13,1034,0,0,0,16.31,53.5,0.5810928,13.51
27/09/2015 14,1034,0,0,0,16.82,53.1,0.5658262,13.48
27/09/2015 15,1034,0,0,0,17.21,52.7,0.450895,13.47
27/09/2015 16,1034,0,0,0,16.94,53.4,0.3149014,13.47
27/09/2015 17,1034,0,0,0,15.72,57.7,0.0968776,13.52
27/09/2015 18,1034,0,0,0,14.27,64,0.0313224,13.57
27/09/2015 19,1034,0,0,0,12.68,68.4,0.0002466,13.62
27/09/2015 20,1035,0,0,0,11.83,72.2,0,13.67
27/09/2015 21,1035,0,0,0,11.2,73.1,0,13.71
27/09/2015 22,1035,0,0,0,11.36,71,0,13.72
27/09/2015 23,1035,0,0,0,9.42,78.3,0,13.75
28/09/2015 00,1036,0,0,0,7.86,86.2,0,13.78
28/09/2015 01,1036,0,0,0,6.99,90.2,0,13.81
28/09/2015 02,1036,0,0,0,8.34,86.1,0,13.82
28/09/2015 03,1036,0,0,0,8.46,83.9,0,13.82
28/09/2015 04,1035,0,0,0,7.1,88.9,0,13.83
28/09/2015 05,1035,0,0,0,7.03,91.6,0,13.84
28/09/2015 06,1036,0,0,0,6.83,91.7,0.000074,13.84
28/09/2015 07,1036,0,0,0,6.78,91.1,0.0216544,13.85
28/09/2015 08,1036,0,0,0,8.36,87.8,0.1105411,13.84
28/09/2015 09,1036,0,0.03,4.6,10.57,82.9,0.2459427,13.79
28/09/2015 10,1036,0,0.15,43.7,13.08,72.8,0.4142207,13.73
28/09/2015 11,1036,0,0.45,61.7,14.88,65.3,0.5804269,13.62
28/09/2015 12,1035,0,0.2,37.5,16.2,61.5,0.5932025,13.53
28/09/2015 13,1035,0,0,0,17.32,58.3,0.5439498,13.49
28/09/2015 14,1035,0,0,0,17.74,53.6,0.4141467,13.47
28/09/2015 15,1035,0,0,0,16.27,61.2,0.3137669,13.47
28/09/2015 16,1034,0,0,0,15.11,67.6,0.2187638,13.48
28/09/2015 17,1034,0,0,0,15.89,57.9,0.10366,13.51
28/09/2015 18,1034,0,0,0,15.66,54.8,0.029596,13.55
28/09/2015 19,1034,0,0,0,14.32,61.7,0.0000987,13.59
28/09/2015 20,1034,0,0,0,13.05,68.4,0,13.64
28/09/2015 21,1034,0,0,0,13.82,66.6,0,13.65
28/09/2015 22,1034,0,0,0,13.32,68,0,13.65
28/09/2015 23,1034,0,0,0,12.61,70.6,0,13.68
29/09/2015 00,1034,0,0,0,11.88,73.5,0,13.7
29/09/2015 01,1035,0,0,0,11.33,77.6,0,13.72
29/09/2015 02,1035,0,0,0,10.65,81.3,0,13.74
